kind	pascalName	pascalValue	language	mnemonic	context	status	javaAnalog	note
key	kbCtrlP	$041910			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltP	$081900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlA	$041E01			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltA	$081E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlS	$041F13			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltS	$081F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlD	$042004			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltD	$082000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlF	$042106			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltF	$082100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlG	$042207			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltG	$082200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlH	$042308			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltH	$082300			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlJ	$04240A			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltJ	$082400			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlK	$04250B			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltK	$082500			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlL	$04260C			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltL	$082600			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlZ	$042C1A			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltZ	$082C00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlX	$042D18			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltX	$082D00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlC	$042E03			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltC	$082E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlV	$042F16			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltV	$082F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlB	$043002			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltB	$083000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlN	$04310E			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltN	$083100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlM	$04320D			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltM	$083200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift1	$070200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift1	$0B7800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt1	$0C7800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift1	$0F7800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift2	$070300			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift2	$0B7900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt2	$0C7900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift2	$0F7900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift3	$070400			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift3	$0B7A00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt3	$0C7A00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift3	$0F7A00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift4	$070500			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift4	$0B7B00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt4	$0C7B00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift4	$0F7B00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift5	$070600			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift5	$0B7C00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt5	$0C7C00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift5	$0F7C00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift6	$070700			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift6	$0B7D00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt6	$0C7D00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift6	$0F7D00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift7	$070800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift7	$0B7E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt7	$0C7E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift7	$0F7E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift8	$070900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift8	$0B7F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt8	$0C7F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift8	$0F7F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift9	$070A00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift9	$0B8000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt9	$0C8000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift9	$0F8000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShift0	$070B00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShift0	$0B8100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAlt0	$0C8100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShift0	$0F8100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftQ	$071000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftQ	$0B1000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltQ	$0C1000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftQ	$0F1000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftW	$071100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftW	$0B1100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltW	$0C1100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftW	$0F1100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftE	$071200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftE	$0B1200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltE	$0C1200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftE	$0F1200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftR	$071300			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftR	$0B1300			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltR	$0C1300			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftR	$0F1300			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftT	$071400			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftT	$0B1400			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltT	$0C1400			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftT	$0F1400			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftY	$071500			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftY	$0B1500			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltY	$0C1500			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftY	$0F1500			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftU	$071600			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftU	$0B1600			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltU	$0C1600			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftU	$0F1600			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftI	$071700			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftI	$0B1700			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltI	$0C1700			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftI	$0F1700			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftO	$071800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftO	$0B1800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltO	$0C1800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftO	$0F1800			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftP	$071900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftP	$0B1900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltP	$0C1900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftP	$0F1900			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftA	$071E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftA	$0B1E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltA	$0C1E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftA	$0F1E00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftS	$071F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftS	$0B1F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltS	$0C1F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftS	$0F1F00			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftD	$072000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftD	$0B2000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltD	$0C2000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftD	$0F2000			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftF	$072100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftF	$0B2100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltF	$0C2100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltShiftF	$0F2100			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlShiftG	$072200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbAltShiftG	$0B2200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
key	kbCtrlAltG	$0C2200			Commands.pas	prototype to replace	none; terminal mapping pending	Pascal key catalogued.
